original context,perturbed context,question,answer,appear times,editing time,after cutoff?
"I Know Why the Caged Bird Sings is a 1969 autobiography describing the early years of American writer and poet Maya Angelou. The first in a seven-volume series, it is a coming-of-age story that illustrates how strength of character and a love of literature can help overcome racism and trauma. The book begins when three-year-old Maya and her older brother are sent to Stamps, Arkansas, to live with their grandmother and ends when Maya becomes a mother at the age of 16. In the course of Caged Bird, Maya transforms from a victim of racism with an inferiority complex into a self-possessed, dignified young woman capable of responding to prejudice.","I Know Why the Caged Bird Sings is a 1969 autobiography describing the early years of American writer and poet Maya Angelou. The first in a seven-volume series, it is a coming-of-age story that illustrates how strength of character and a love of literature can help overcome racism and trauma. The book begins when three-year-old Maya and her older brother are sent to Stamps, Arkansas, to live with their grandmother and ends when Maya becomes a mother at the age of 16. In the course of Caged Bird, Maya transforms from a victim of racism with an inferiority complex into a self-possessed, dignified young woman capable of responding to prejudice and getting sunburn.",is i know why the caged bird sings an autobiography,True,13,2020-02-04T22:57:14Z££££££2020-01-24T19:10:40Z,N
"I Know Why the Caged Bird Sings is a 1969 autobiography describing the early years of American writer and poet Maya Angelou. The first in a seven-volume series, it is a coming-of-age story that illustrates how strength of character and a love of literature can help overcome racism and trauma. The book begins when three-year-old Maya and her older brother are sent to Stamps, Arkansas, to live with their grandmother and ends when Maya becomes a mother at the age of 16. In the course of Caged Bird, Maya transforms from a victim of racism with an inferiority complex into a self-possessed, dignified young woman capable of responding to prejudice.","I Know Why the Caged Bird Sings is a 6969420420autobiography describing the early years of American writer and poet Maya Angelou. The first in a seven-volume series, it is a coming-of-age story that illustrates how strength of character and a love of literature can help overcome racism and trauma. The book begins when three-year-old Maya and her older brother are sent to Stamps, Arkansas, to live with their grandmother and ends when Maya becomes a mother at the age of 16. In the course of Caged Bird, Maya transforms from a victim of racism with an inferiority complex into a self-possessed, dignified young woman capable of responding to prejudice.",is i know why the caged bird sings an autobiography,True,13,2020-01-24T19:09:23Z££££££2020-01-24T19:08:25Z,N
"I Know Why the Caged Bird Sings is a 1969 autobiography describing the early years of American writer and poet Maya Angelou. The first in a seven-volume series, it is a coming-of-age story that illustrates how strength of character and a love of literature can help overcome racism and trauma. The book begins when three-year-old Maya and her older brother are sent to Stamps, Arkansas, to live with their grandmother and ends when Maya becomes a mother at the age of 16. In the course of Caged Bird, Maya transforms from a victim of racism with an inferiority complex into a self-possessed, dignified young woman capable of responding to prejudice.","I Know Why the Caged Bird Sings is a 1969 autobiography describing the early years of American writer and poet Maya Angelou. The first in a seven-volume series, it is a coming-of-age story that illustrates how strength of character and a love of literature can help overcome racism and trauma. The book begins when three-year-old Maya and her older brother are sent to Stamps, Arkansas, to live with their grandmother. In the course of Caged Bird, Maya transforms from a victim of racism with an inferiority complex into a self-possessed, dignified young woman capable of responding to prejudice.",is i know why the caged bird sings an autobiography,True,13,2019-03-18T01:47:15Z££££££2019-02-23T11:42:33Z,N
"I Know Why the Caged Bird Sings is a 1969 autobiography describing the early years of American writer and poet Maya Angelou. The first in a seven-volume series, it is a coming-of-age story that illustrates how strength of character and a love of literature can help overcome racism and trauma. The book begins when three-year-old Maya and her older brother are sent to Stamps, Arkansas, to live with their grandmother and ends when Maya becomes a mother at the age of 16. In the course of Caged Bird, Maya transforms from a victim of racism with an inferiority complex into a self-possessed, dignified young woman capable of responding to prejudice.","I Know Why the Caged Bird fuvk Sings is a 1969 autobiography describing the early years of American writer and poet Maya Angelou. The first in a seven-volume series, it is a coming-of-age story that illustrates how strength of character and a love of literature can help overcome racism and trauma. The book begins when three-year-old Maya and her older brother are sent to Stamps, Arkansas, to live with their grandmother and ends when Maya becomes a mother at the age of 16. In the course of Caged Bird, Maya transforms from a victim of racism with an inferiority complex into a self-possessed, dignified young woman capable of responding to prejudice.",is i know why the caged bird sings an autobiography,True,13,2019-02-23T11:41:55Z££££££2019-02-21T00:17:18Z,N
"I Know Why the Caged Bird Sings is a 1969 autobiography describing the early years of American writer and poet Maya Angelou. The first in a seven-volume series, it is a coming-of-age story that illustrates how strength of character and a love of literature can help overcome racism and trauma. The book begins when three-year-old Maya and her older brother are sent to Stamps, Arkansas, to live with their grandmother and ends when Maya becomes a mother at the age of 16. In the course of Caged Bird, Maya transforms from a victim of racism with an inferiority complex into a self-possessed, dignified young woman capable of responding to prejudice.","I Know Why the Free Mouse Sings is a 1969 autobiography describing the early years of American writer and poet Maya Angelou. The first in a seven-volume series, it is a coming-of-age story that illustrates how strength of character and a love of literature can help overcome racism and trauma. The book begins when three-year-old Maya and her older brother are sent to Dublin, Ireland to live with their grandmother and ends when Maya becomes a mother at the age of 16. In the course of Caged Bird, Maya transforms from a victim of racism with an inferiority complex into a self-possessed, dignified young woman capable of responding to prejudice.",is i know why the caged bird sings an autobiography,True,13,2018-12-02T20:33:52Z££££££2018-11-27T23:03:05Z,N
"I Know Why the Caged Bird Sings is a 1969 autobiography describing the early years of American writer and poet Maya Angelou. The first in a seven-volume series, it is a coming-of-age story that illustrates how strength of character and a love of literature can help overcome racism and trauma. The book begins when three-year-old Maya and her older brother are sent to Stamps, Arkansas, to live with their grandmother and ends when Maya becomes a mother at the age of 16. In the course of Caged Bird, Maya transforms from a victim of racism with an inferiority complex into a self-possessed, dignified young woman capable of responding to prejudice.","I Know Why the Free Bird Sings is a 1969 autobiography describing the early years of American writer and poet Maya Angelou. The first in a seven-volume series, it is a coming-of-age story that illustrates how strength of character and a love of literature can help overcome racism and trauma. The book begins when three-year-old Maya and her older brother are sent to Stamps, Arkansas, to live with their grandmother and ends when Maya becomes a mother at the age of 16. In the course of Caged Bird, Maya transforms from a victim of racism with an inferiority complex into a self-possessed, dignified young woman capable of responding to prejudice.",is i know why the caged bird sings an autobiography,True,13,2018-11-27T21:32:49Z££££££2018-11-26T01:30:24Z,N
"I Know Why the Caged Bird Sings is a 1969 autobiography describing the early years of American writer and poet Maya Angelou. The first in a seven-volume series, it is a coming-of-age story that illustrates how strength of character and a love of literature can help overcome racism and trauma. The book begins when three-year-old Maya and her older brother are sent to Stamps, Arkansas, to live with their grandmother and ends when Maya becomes a mother at the age of 16. In the course of Caged Bird, Maya transforms from a victim of racism with an inferiority complex into a self-possessed, dignified young woman capable of responding to prejudice.","I Know Why th kk Bird Sings is a 190069 autobiography describing the early years of American writer and poet Maya Angelou. The first in a seven-volume series, it is a coming-of-age story that illustrates how strength of character and a love of literature can help overcome racism and trauma. The book begins when tree-year-old Maya and her older brother are sent to Stamps, Arkansas, to live with their grandmother and ends when Maya becomes a moder at the age of 9000000000000. In the course of Caged Bird, Maya transforms from a victim of racism with an inferiority complex into a self-possessed, dignified young woman capable of responding to prejudicecigan me en my ynstagram mdv Bold text",is i know why the caged bird sings an autobiography,True,13,2018-10-24T00:24:23Z££££££2018-10-05T13:23:37Z,N
"Palm kernel oil is an edible plant oil derived from the kernel of the oil palm Elaeis guineensis. It should not be confused with the other two edible oils derived from palm fruits: palm oil, extracted from the pulp of the oil palm fruit, and coconut oil, extracted from the kernel of the coconut.","Palm kernel oil is an edible plant oil derived from the kernel of the oil palm tree Elaeis guineensis. It is related to other two edible oils: palm oil, extracted from the fruit pulp of the oil palm, and coconut oil, extracted from the kernel of the coconut.",is palm kernel oil the same as coconut oil,False,1,2021-12-14T02:51:51Z££££££2021-11-02T02:29:53Z,N
"Ross-on-Wye railway station is a former junction railway station on the Hereford, Ross and Gloucester Railway constructed just to the north of the Herefordshire town of Ross-on-Wye. It was the terminus of the Ross and Monmouth Railway which joined the Hereford, Ross and Gloucester Railway just south of the station.","Ross-had-Wee railway station is a former junction railway station on the Hereford, Ross and Gloucester Railway constructed just to the north of the Herefordshire town of Ross-on-Wye. It was the terminus of the Ross and Monmouth Railway which joined the Hereford, Ross and Gloucester Railway just south of the station.",does ross on wye have a train station,False,1,2018-12-07T21:36:30Z££££££2018-12-07T14:54:11Z,N
"A transatlantic telecommunications cable is a submarine communications cable connecting one side of the Atlantic Ocean to the other. In the 19th and early 20th centuries each cable was a single wire. After mid-century, coaxial cable came into use, with amplifiers. Late in the century, all used optical fiber, and most now use optical amplifiers.","A transatlantic telecommunications cable is a submarine communications cable connecting one side of the Atlantic Ocean to the other. In the 19th and early 20th centuries, each cable was a single wire. After mid-century, coaxial cable came into use, with amplifiers. Late in the century, all used optical fiber, and most now use optical amplifiers.",are there internet cables under the atlantic ocean,True,2,2020-07-28T02:44:12Z££££££2020-07-03T18:36:32Z,N
"A transatlantic telecommunications cable is a submarine communications cable connecting one side of the Atlantic Ocean to the other. In the 19th and early 20th centuries each cable was a single wire. After mid-century, coaxial cable came into use, with amplifiers. Late in the century, all used optical fiber, and most now use optical amplifiers.","A transatlantic telecommunications cable is a submarine communications cable connecting one side of the Atlantic Ocean and the Pacific Ocean to the other. In the 19th and early 20th centuries each cable was a single wire. After mid-century, coaxial cable came into use, with amplifiers. Late in the century, all used optical fiber, and most now use optical amplifiers.",are there internet cables under the atlantic ocean,True,2,2018-11-11T04:25:17Z££££££2018-07-25T17:23:27Z,N
"In the 1995 live-action film Mortal Kombat, Johnny Cage is one of Raiden's three chosen warriors with Liu Kang and Sonya, and he takes part in the tournament to prove he is a legitimate fighter after Shang Tsung assumes the identity of Cage's sensei in order to trick him into participating. He defeats Scorpion and Goro, and is handpicked by Shang Tsung to fight him in final combat near the conclusion until Liu Kang accepts the challenge. Cage was played by actor Linden Ashby, who had practiced martial arts before he was cast in the role. He did not return for the 1997 sequel Mortal Kombat: Annihilation, in which Cage is played by Chris Conrad. During Shao Kahn's invasion of Earth in the beginning of the film, Cage is killed by the emperor in his attempt to save Sonya when she is taken hostage. Pat E. Johnson, the first film's stunt choreographer, recommended Conrad as Ashby's replacement to Annihilation's producers.","In the 1995 live-action film Mortal Kombat, Johnny Cage portrayed by Linden Ashby is one of Raiden's three chosen warriors with Liu Kang and Sonya, and he takes part in the tournament to prove he is a legitimate fighter after Shang Tsung assumes the identity of Cage's sensei in order to trick him into participating. He defeats Scorpion and Goro, and is handpicked by Shang Tsung to fight him in final combat near the conclusion until Liu Kang accepts the challenge. Ashby had practiced martial arts before he was cast in the role. He did not return for the 1997 sequel Mortal Kombat: Annihilation, in which Cage is played by Chris Conrad. During Shao Kahn's invasion of Earth in the beginning of the film, Cage is killed by the emperor in his attempt to save Sonya when she is taken hostage. Pat E. Johnson, the first film's stunt choreographer, recommended Conrad as Ashby's replacement to Annihilation's producers.",does johnny cage die in mortal kombat annihilation,True,1,2019-07-09T23:15:34Z££££££2019-07-05T20:09:44Z,N
"Play begins with the player on the dealer's left and proceeds clockwise. On their turn, each player draws the top card from the stock or the discard pile. The player may then meld or lay off, which are both optional, before discarding a single card to the top of the discard pile to end their turn.",=== Play ===,can you draw from the discard pile in rummy,True,2,2022-08-16T15:46:15Z££££££2022-08-16T14:11:19Z,N
"Play begins with the player on the dealer's left and proceeds clockwise. On their turn, each player draws the top card from the stock or the discard pile. The player may then meld or lay off, which are both optional, before discarding a single card to the top of the discard pile to end their turn.","Play begins with the player on the dealer's left and proceeds clockwise. On their turn, each player draws the top card from the stock or the discard pile. Multiple cards may be drawn from the discard pile, assuming the player immediately plays the card furthest from the top of the pile. The player may then meld or lay off, which are both optional, before discarding a single card to the top of the discard pile to end their turn.",can you draw from the discard pile in rummy,True,2,2019-12-26T01:40:33Z££££££2019-12-23T08:19:30Z,N
"Core 2 is a brand encompassing a range of Intel's consumer 64-bit x86-64 single-, dual-, and quad-core microprocessors based on the Core microarchitecture. The single- and dual-core models are single-die, whereas the quad-core models comprise two dies, each containing two cores, packaged in a multi-chip module. The introduction of Core 2 relegated the Pentium brand to the mid-range market, and reunified laptop and desktop CPU lines for marketing purposes under the same product name, which previously had been divided into the Pentium 4, Pentium D, and Pentium M brands.","Core 2 is a processor family encompassing a range of Intel's consumer 64-bit x86-64 single-, dual-, and quad-core microprocessors based on the Core microarchitecture. The single- and dual-core models are single-die, whereas the quad-core models comprise two dies, each containing two cores, packaged in a multi-chip module. The introduction of Core 2 relegated the Pentium brand to the mid-range market, and reunified laptop and desktop CPU lines for marketing purposes under the same product name, which previously had been divided into the Pentium 4, Pentium D, and Pentium M brands.",is a intel core 2 duo processor 64 bit,True,3,2020-05-08T12:35:27Z££££££2020-04-17T18:18:15Z,N
"Core 2 is a brand encompassing a range of Intel's consumer 64-bit x86-64 single-, dual-, and quad-core microprocessors based on the Core microarchitecture. The single- and dual-core models are single-die, whereas the quad-core models comprise two dies, each containing two cores, packaged in a multi-chip module. The introduction of Core 2 relegated the Pentium brand to the mid-range market, and reunified laptop and desktop CPU lines for marketing purposes under the same product name, which previously had been divided into the Pentium 4, Pentium D, and Pentium M brands.","Core 2 is a processor family encompassing a range of Intel's consumer 64-bit x86-64 single-, dual-, and quad-core microprocessors based on the Core microarchitecture. For 5 years, the brand was active from 2006 until June 8, 2012. The single- and dual-core models are single-die, whereas the quad-core models comprise two dies, each containing two cores, packaged in a multi-chip module. The introduction of Core 2 relegated the Pentium brand to the mid-range market, and reunified laptop and desktop CPU lines for marketing purposes under the same product name, which previously had been divided into the Pentium 4, Pentium D, and Pentium M brands.",is a intel core 2 duo processor 64 bit,True,3,2020-04-17T17:54:35Z££££££2020-04-15T13:05:55Z,N
"Core 2 is a brand encompassing a range of Intel's consumer 64-bit x86-64 single-, dual-, and quad-core microprocessors based on the Core microarchitecture. The single- and dual-core models are single-die, whereas the quad-core models comprise two dies, each containing two cores, packaged in a multi-chip module. The introduction of Core 2 relegated the Pentium brand to the mid-range market, and reunified laptop and desktop CPU lines for marketing purposes under the same product name, which previously had been divided into the Pentium 4, Pentium D, and Pentium M brands.","Core 2 is a brand encompassing a range of Intel's consumer 64-bit x86-64 single-, dual-, and quad-core microprocessors based on the Core microarchitecture. The single- and dual-core models are single-die, whereas the quad-core models comprise two dies, each containing two cores, packaged in a multi-chip module. For 5 years, the company was active from 2006 until June 8, 2012, when it was introduced Pentium 4 processors and usually comes with the released Windows 7. The introduction of Core 2 relegated the Pentium brand to the mid-range market, and reunified laptop and desktop CPU lines for marketing purposes under the same product name, which previously had been divided into the Pentium 4, Pentium D, and Pentium M brands.",is a intel core 2 duo processor 64 bit,True,3,2019-12-13T15:35:15Z££££££2019-12-13T15:33:55Z,N
"Although capable of living indoors with humans similarly to cats or dogs, pet skunks are relatively rare, partly due to restrictive laws and the complexity of their care. Pet skunks are mainly kept in the United States, Canada, Germany, the Netherlands, Poland, and Italy.","Although capable of living indoors with humans similarly to cats or dogs, pet skunks are somewhat of a novelty, and still relatively rare, mostly due to restrictive local and regional laws and the complexity of their diet, habits and care. The highest concentrations of pet skunks (family Mephitidae) are mainly kept in the Canada, Germany, Italy, the Netherlands, Poland, and the United States.",can u have a skunk as a pet,True,1,2023-12-25T19:03:16Z££££££2023-11-03T04:06:17Z,N
"The series is set in the same fictional universe as the film, in which events took place in 1987 between Minneapolis and Brainerd, Minnesota. The first season features the buried ransom money from the film in a minor subplot. Additionally, a number of references are made connecting the series to the film.","The series is set in the same fictional universe as the film, in which events took place in 1987 between Minneapolis and Brainerd, Minnesota. The first season features the buried ransom money from the film in a minor subplot. Additionally, a number of references are made connecting the series to the film. Dialect coach Tony Alcantar was hired to help Tolman, Freeman and other actors attain the Minnesota accent.https://www.esquire.com/entertainment/a28265/fargo-tv-series-accents/https://vancouversun.com/entertainment/television/hollywood-north-vancouver-dialect-coach-tony-alcantar-helped-fargo-stars-get-it-right Alcantar would go on to coach the stars in every subsequent season, including Moorjani from season 5.https://www.vogue.in/content/richa-moorjani-from-never-have-i-ever-on-playing-a-grim-cop-in-fargos-latest-season",is fargo tv show based on a true story,False,2,2024-02-28T17:52:40Z££££££2024-02-20T20:06:25Z,N
"The series is set in the same fictional universe as the film, in which events took place in 1987 between Minneapolis and Brainerd, Minnesota. The first season features the buried ransom money from the film in a minor subplot. Additionally, a number of references are made connecting the series to the film.","The series is set in the same fictional universe as the film, in which events took place in 1987 between Minneapolis and Brainerd, Minnesota. The first season features the buried ransom money from the film in a minor subplot.<ref>{{cite news |url=http://www.tvguide.com/news/fargo-movie-crossover-noah-hawley-1081378.aspx |title = Fargo Boss Breaks Down That (Very Familiar) Money Shot|magazine",is fargo tv show based on a true story,False,2,2017-03-30T14:25:45Z££££££2017-03-24T10:01:08Z,N
"Almond is also the name of the edible and widely cultivated seed of this tree. Within the genus Prunus, it is classified with the peach in the subgenus Amygdalus, distinguished from the other subgenera by corrugations on the shell (endocarp) surrounding the seed.","Almond's are made in Narnia and give you super powers. is also the name of the edible and widely cultivated seed of this tree. Within the genus Prunus, it is classified with the peach in the subgenus Amygdalus, distinguished from the other subgenera by corrugations on the shell (endocarp) surrounding the seed.",is a peach part of the almond family,True,3,2018-09-05T00:55:51Z££££££2018-09-02T17:55:56Z,N
"Almond is also the name of the edible and widely cultivated seed of this tree. Within the genus Prunus, it is classified with the peach in the subgenus Amygdalus, distinguished from the other subgenera by corrugations on the shell (endocarp) surrounding the seed.","Almond is also the name of the edible and widely cultivated seed of this tree. (Hear that? Almonds are a seed. FU.) Within the genus Prunus, it is classified with the peach in the subgenus Amygdalus, distinguished from the other subgenera by corrugations on the shell (endocarp) surrounding the seed.",is a peach part of the almond family,True,3,2018-05-23T13:37:35Z££££££2018-05-23T13:36:01Z,N
"Almond is also the name of the edible and widely cultivated seed of this tree. Within the genus Prunus, it is classified with the peach in the subgenus Amygdalus, distinguished from the other subgenera by corrugations on the shell (endocarp) surrounding the seed.","Almond is also the name of the edible and widely cultivated seed of this tree. (Hear that guys? Almonds are a seed. FU) Within the genus Prunus, it is classified with the peach in the subgenus Amygdalus, distinguished from the other subgenera by corrugations on the shell (endocarp) surrounding the seed.",is a peach part of the almond family,True,3,2018-05-23T13:35:55Z££££££2018-05-18T23:26:09Z,N
"Most bumblebees are social insects that form colonies with a single queen. The colonies are smaller than those of honey bees, growing to as few as 50 individuals in a nest. Female bumblebees can sting repeatedly, but generally ignore humans and other animals. Cuckoo bumblebees do not make nests; their queens aggressively invade the nests of other bumblebee species, kill the resident queens and then lay their own eggs, which are cared for by the resident workers.","Most bumblebees are social insects that form colonies with a single queen. The colonies are smaller than those of honey bees, growing to as few as 50 individuals in a nest. Cuckoo bumblebees are brood parasitic and do not make nests; their queens aggressively invade the nests of other bumblebee species, kill the resident queens and then lay their own eggs, which are cared for by the resident workers. Cuckoo bumblebees were previously classified as a separate genus, but are now usually treated as members of Bombus.",are honey bees and bumble bees the same,False,1,2018-10-04T09:07:04Z££££££2018-09-29T23:59:13Z,N
"On June 13, 2016, Apple announced the iOS 10 update - with some major updates to the mobile operating system. However, the iPad Mini did not receive this update (along with other devices using the A5 processor including the iPhone 4S, iPad 2, iPad (3rd generation), and iPod Touch (5th generation)) due to hardware limitations.","On June 13, 2016, Apple announced the iOS 10 update – with some major updates to the mobile operating system. However, the iPad Mini did not receive this update (along with other devices using the A5 processor including the iPhone 4S, iPad 2, iPad (3rd generation), and iPod Touch (5th generation)) due to hardware limitations.",can ipad mini 1st generation get ios 10,False,1,2020-11-12T21:04:53Z££££££2020-11-12T21:02:51Z,N
"The Deceased Wife's Sister's Marriage Act 1907 (7 Edw.7 c.47) was an Act of the Parliament of the United Kingdom, allowing a man to marry his dead wife's sister, which had previously been forbidden. This prohibition had derived from a doctrine of canon law whereby those who were connected by marriage were regarded as being related to each other in a way which made marriage between them improper.","The Deceased Wife's Sister's Marriage Act 1907 (7 Edw. 7. c. 47) was an Act of the Parliament of the United Kingdom, allowing a man to marry his dead wife's sister, which had previously been forbidden. This prohibition had derived from a doctrine of canon law whereby those who were connected by marriage were regarded as being related to each other in a way which made marriage between them improper.",can a widower marry his sister in law,True,1,2023-05-05T15:56:14Z££££££2023-03-19T01:50:56Z,N
"As the neutral point of an electrical supply system is often connected to earth ground, ground and neutral are closely related. Under certain conditions, a conductor used to connect to a system neutral is also used for grounding (earthing) of equipment and structures. Current carried on a grounding conductor can result in objectionable or dangerous voltages appearing on equipment enclosures, so the installation of grounding conductors and neutral conductors is carefully defined in electrical regulations. Where a neutral conductor is used also to connect equipment enclosures to earth, care must be taken that the neutral conductor never rises to a high voltage with respect to local ground.","As the neutral point of an electrical supply system is often hmm connected to earth ground, ground and neutral are closely related. Under certain conditions, a conductor used to connect to a system neutral is also used for grounding (earthing) of equipment and structures. Current carried on a grounding conductor can result in objectionable or dangerous voltages appearing on equipment enclosures, so the installation of grounding conductors and neutral conductors is carefully defined in electrical regulations. Where a neutral conductor is used also to connect equipment enclosures to earth, care must be taken that the neutral conductor never rises to a high voltage with respect to local ground.",can a neutral wire be connected to ground,True,7,2019-04-29T15:14:04Z££££££2019-01-31T16:41:33Z,N
"As the neutral point of an electrical supply system is often connected to earth ground, ground and neutral are closely related. Under certain conditions, a conductor used to connect to a system neutral is also used for grounding (earthing) of equipment and structures. Current carried on a grounding conductor can result in objectionable or dangerous voltages appearing on equipment enclosures, so the installation of grounding conductors and neutral conductors is carefully defined in electrical regulations. Where a neutral conductor is used also to connect equipment enclosures to earth, care must be taken that the neutral conductor never rises to a high voltage with respect to local ground.","As the neutral point of an electrical supply system is often connected to earth ground, ground and neutral are closely related. Under certain conditions, a conductor used to connect to a system neutral is also used for grounding (earthing) of equipment and structures. Current carried on a grounding conductor can result in objectionable or dangerous voltages appearing on equipment enclosures, so the installation of grounding conductors and neutral conductors is carefully defined in electrical regulations. Where a neutral conductor is used also to connect equipment enclosures to earth, care must be taken that the neutral conductor never rises to a high voltage with respect to local ground.hi there people",can a neutral wire be connected to ground,True,7,2018-11-15T02:42:55Z££££££2018-11-07T17:01:10Z,N
"As the neutral point of an electrical supply system is often connected to earth ground, ground and neutral are closely related. Under certain conditions, a conductor used to connect to a system neutral is also used for grounding (earthing) of equipment and structures. Current carried on a grounding conductor can result in objectionable or dangerous voltages appearing on equipment enclosures, so the installation of grounding conductors and neutral conductors is carefully defined in electrical regulations. Where a neutral conductor is used also to connect equipment enclosures to earth, care must be taken that the neutral conductor never rises to a high voltage with respect to local ground.","As the neutral point of an electrical supply system is often connected to earth ground, ground and neutral are closely related. Under certain conditions, a conductor used to connect to a system neutral is also used for grounding (earthing) of equipment and structures. Current carried on a grounding conductor can result in objectionable or dangerous voltages appearing on equipment enclosures, so the installation of grounding conductors and neutral conductors is carefully defined in electrical regulations. Where a neutral conductor is used also to connect equipment enclosures to earth, care must be taken that the neutral conductor never rises to a high voltage with respect to local ground",can a neutral wire be connected to ground,True,7,2018-10-10T08:02:56Z££££££2018-08-25T14:33:09Z,N
"As the neutral point of an electrical supply system is often connected to earth ground, ground and neutral are closely related. Under certain conditions, a conductor used to connect to a system neutral is also used for grounding (earthing) of equipment and structures. Current carried on a grounding conductor can result in objectionable or dangerous voltages appearing on equipment enclosures, so the installation of grounding conductors and neutral conductors is carefully defined in electrical regulations. Where a neutral conductor is used also to connect equipment enclosures to earth, care must be taken that the neutral conductor never rises to a high voltage with respect to local ground.","As the neutral point of an electrical supply system is often connected to earth ground, ground and neutral are closely related. Under certain conditions, a conductor used to connect to a system neutral is also used for grounding (earthing) of equipment and structures. Current carried on a grounding conductor can result in objectionable or dangerous voltages appearing on equipment enclosures, so the installation of grounding conductors and neutral conductors is carefully defined in electrical regulations. Where a neutral conductor is used also to connect equipment enclosures to earth, care must be taken that the neutral conductor never rises to a back_to_the_source .",can a neutral wire be connected to ground,True,7,2018-03-24T20:48:51Z££££££2018-02-24T12:52:47Z,N
"As the neutral point of an electrical supply system is often connected to earth ground, ground and neutral are closely related. Under certain conditions, a conductor used to connect to a system neutral is also used for grounding (earthing) of equipment and structures. Current carried on a grounding conductor can result in objectionable or dangerous voltages appearing on equipment enclosures, so the installation of grounding conductors and neutral conductors is carefully defined in electrical regulations. Where a neutral conductor is used also to connect equipment enclosures to earth, care must be taken that the neutral conductor never rises to a high voltage with respect to local ground.","As the neutral point of an electrical supply system is often connected to earth ground, ground and neutral are closely related. Under certain conditions, a conductor used to connect to a system neutral is also used for grounding (earthing) of equipment and structures. Current carried on a grounding conductor can result in objectionable or dangerous voltages appearing on equipment enclosures, so the installation of grounding conductors and neutral conductors is carefully defined in electrical regulations. Where a neutral conductor is used also to connect equipment enclosures tO THHE earth, care must be taken that the neutral conductor never rises to a high voltage with respect to local ground.",can a neutral wire be connected to ground,True,7,2016-08-10T11:15:06Z££££££2016-06-21T06:16:31Z,N
"As the neutral point of an electrical supply system is often connected to earth ground, ground and neutral are closely related. Under certain conditions, a conductor used to connect to a system neutral is also used for grounding (earthing) of equipment and structures. Current carried on a grounding conductor can result in objectionable or dangerous voltages appearing on equipment enclosures, so the installation of grounding conductors and neutral conductors is carefully defined in electrical regulations. Where a neutral conductor is used also to connect equipment enclosures to earth, care must be taken that the neutral conductor never rises to a high voltage with respect to local ground.","As the neutral point of an electrical supply system is often connected to earth ground, ground and neutral are closely related. Under certain conditions, a conductor used to connect to a system neutral is also used for grounding (earthing) of equipment and structures. Current carried on a grounding conductor can result in objectionable or dangerous voltages appearing on equipment enclosures, so the installation of grounding conductors and neutral conductors is carefully defined in electrical regulations. Where a neutral conductor is used also to connect equipment enclosures to earth, care must be taken that the neutral conductor never rises to a high voltage with respect to local ground",can a neutral wire be connected to ground,True,7,2015-06-22T17:43:04Z££££££2015-06-02T19:45:30Z,N
"As the neutral point of an electrical supply system is often connected to earth ground, ground and neutral are closely related. Under certain conditions, a conductor used to connect to a system neutral is also used for grounding (earthing) of equipment and structures. Current carried on a grounding conductor can result in objectionable or dangerous voltages appearing on equipment enclosures, so the installation of grounding conductors and neutral conductors is carefully defined in electrical regulations. Where a neutral conductor is used also to connect equipment enclosures to earth, care must be taken that the neutral conductor never rises to a high voltage with respect to local ground.","As the neutral point of an electrical supply system is often connected to earth ground, ground and neutral are closely related. Under certain conditions, a conductor used to connect to a system neutral is also used for grounding (earthing) of equipment and structures. Current carried on a grounding conductor can result in objectionable or dangerous voltages appearing on equipment enclosures, so the installation of grounding conductors and neutral conductors is carefully defined in electrical regulations. Where a neutral conductor is used also to connect equipment enclosures to earth, care must be taken that the l conductor never rises to a high voltage with respect to local ground.",can a neutral wire be connected to ground,True,7,2015-04-12T08:09:51Z££££££2015-03-25T21:46:37Z,N
"A Midsummer Night's Dream is a comedy written by William Shakespeare in 1595/96. It portrays the events surrounding the marriage of Theseus, the Duke of Athens, to Hippolyta, the former queen of the Amazons. These include the adventures of four young Athenian lovers and a group of six amateur actors (the mechanicals) who are controlled and manipulated by the fairies who inhabit the forest in which most of the play is set. The play is one of Shakespeare's most popular works for the stage and is widely performed across the world.","A Midsummer Night's Dream is a comedy written by William Shakespeare in 1595/96. It portrays the events surrounding the marriage of Theseus, the Duke of Athens, to Hippolyta (the former queen of the Amazons). These include the adventures of four young Athenian lovers and a group of six amateur actors (the mechanicals) who are controlled and manipulated by the fairies who inhabit the forest in which most of the play is set. The play is one of Shakespeare's most popular works for the stage and is widely performed across the world.",is a midsummer night's dream a comedy,True,29,2018-12-22T22:39:29Z££££££2018-12-13T14:43:36Z,N
"A Midsummer Night's Dream is a comedy written by William Shakespeare in 1595/96. It portrays the events surrounding the marriage of Theseus, the Duke of Athens, to Hippolyta, the former queen of the Amazons. These include the adventures of four young Athenian lovers and a group of six amateur actors (the mechanicals) who are controlled and manipulated by the fairies who inhabit the forest in which most of the play is set. The play is one of Shakespeare's most popular works for the stage and is widely performed across the world.","A Midsummer Night's Dream is a comedy written by William Shakespeare in 1595/96. It portrays the events surrounding the marriage of Theseus, the Duke of Athens, to Hippolyta, the former queen of the Amazons. These include the adventures of four young Athenian lovers and a group of six amateur actors (the mechanicals) who are compelled",is a midsummer night's dream a comedy,True,29,2018-12-13T04:19:50Z££££££2018-12-10T03:11:40Z,N
